Category,Dictonary_Name,Parameter,Name,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Equipment:Conveyor,Eq_Conveyor,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Conveyor,Eq_Conveyor,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,frac_MaxInput,Fraction of Max Throughput ,1,frac,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,motor,Motor Size,15,kW,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,Investment_cost,Investment Cost,150000,$,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,Installation_cost,Installation Cost,15000,$,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,O&M,Fixed Operations and Maintenance Cost,100,$/yr,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Drum Feeder,Eq_DFeeder,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 1 (Negative),Eq_MS1,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,N_Labor,Number of Laborers Required ,6,person,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 2-DS2 (Negative),Eq_MS2_DS2,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,N_Labor,Number of Laborers Required ,2,person,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 2-DS3 (Negative),Eq_MS2_DS3,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Max_input,Max Throughput ,51,Mg/hr,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,frac_MaxInput,Fraction of Max Throughput ,1,frac,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,motor,Motor Size,63,kW,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Investment_cost,Investment Cost,550000,$,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Installation_cost,Installation Cost,55000,$,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,N_Labor,Number of Laborers Required ,1,person,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Bale_Width,Bale Width,1,m,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Bale_Length,Bale Length ,2,m,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Bale_Height,Bale Height,1,m,,,,,,,,
Equipment:1-Way Baler,Eq_Baler_1Way,Straps_Per_Bale,Straps Per Bale,5,N/A,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,Calc_base,Mass Used in Resource Calculations,0,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,Max_input,Max Throughput ,9,Mg/hr,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,motor,Motor Size,30,kW,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,Investment_cost,Investment Cost,220000,$,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,Installation_cost,Installation Cost,22000,$,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,N_Labor,Number of Laborers Required ,0,person,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,N_Driver,Number of Drivers Required,0,person,,,,,,,,
Equipment:Glass Breaker Screen,Eq_GBS,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Air Knife,Eq_AK,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Air Knife,Eq_AK,Max_input,Max Throughput ,36,Mg/hr,,,,,,,,
Equipment:Air Knife,Eq_AK,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Air Knife,Eq_AK,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Air Knife,Eq_AK,motor,Motor Size,164.2,kW,,,,,,,,
Equipment:Air Knife,Eq_AK,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Air Knife,Eq_AK,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Air Knife,Eq_AK,Investment_cost,Investment Cost,62500,$,,,,,,,,
Equipment:Air Knife,Eq_AK,Installation_cost,Installation Cost,6250,$,,,,,,,,
Equipment:Air Knife,Eq_AK,O&M,Fixed Operations and Maintenance Cost,10000,$/yr,,,,,,,,
Equipment:Air Knife,Eq_AK,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Air Knife,Eq_AK,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Air Knife,Eq_AK,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Optical Glass,Eq_OG,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Optical Glass,Eq_OG,Max_input,Max Throughput ,5,Mg/hr,,,,,,,,
Equipment:Optical Glass,Eq_OG,frac_MaxInput,Fraction of Max Throughput ,0.95,frac,,,,,,,,
Equipment:Optical Glass,Eq_OG,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Optical Glass,Eq_OG,motor,Motor Size,69,kW,,,,,,,,
Equipment:Optical Glass,Eq_OG,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Optical Glass,Eq_OG,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Optical Glass,Eq_OG,Investment_cost,Investment Cost,825000,$,,,,,,,,
Equipment:Optical Glass,Eq_OG,Installation_cost,Installation Cost,82500,$,,,,,,,,
Equipment:Optical Glass,Eq_OG,O&M,Fixed Operations and Maintenance Cost,30000,$/yr,,,,,,,,
Equipment:Optical Glass,Eq_OG,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Optical Glass,Eq_OG,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Optical Glass,Eq_OG,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,N_Labor,Number of Laborers Required ,3,person,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 3-G (Negative),Eq_MS3_G,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,N_Labor,Number of Laborers Required ,1,person,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 4-PET (Negative),Eq_MS4_PET,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,N_Labor,Number of Laborers Required ,1,person,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 4-HDPE (Negative),Eq_MS4_HDPE,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 4-Fe  (Negative),Eq_MS4_Fe,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,N_Labor,Number of Laborers Required ,1,person,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 4-Al  (Negative),Eq_MS4_Al,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,motor,Motor Size,3,kW,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,Investment_cost,Investment Cost,50000,$,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,Installation_cost,Installation Cost,5000,$,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,O&M,Fixed Operations and Maintenance Cost,,$/yr,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:Manual Sort 5 (Positive),Eq_MS5,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Max_input,Max Throughput ,30,Mg/hr,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,frac_MaxInput,Fraction of Max Throughput ,1,frac,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,frac_motor,Fraction of Motor Rated Capacity Utilized,0.5,frac,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,motor,Motor Size,59,kW,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,diesel_use,Diesel Consumption ,0,L/Mg,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Investment_cost,Investment Cost,530000,$,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Installation_cost,Installation Cost,53000,$,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,N_Labor,Number of Laborers Required ,1,person,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,N_Driver,Number of Drivers Required,,person,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Bale_Width,Bale Width,1.1429442,m,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Bale_Length,Bale Length ,1.6255207,m,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Bale_Height,Bale Height,0.7873616,m,,,,,,,,
Equipment:2-Way Baler,Eq_Baler_2Way,Straps_Per_Bale,Straps Per Bale,6,N/A,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,Calc_base,Mass Used in Resource Calculations,2,0/1/2 (Removed/Remaining/TotalThroughput),,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,Max_input,Max Throughput ,24,Mg/hr,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,frac_MaxInput,Fraction of Max Throughput ,0.85,frac,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,frac_motor,Fraction of Motor Rated Capacity Utilized,0,frac,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,motor,Motor Size,0,kW,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,diesel_use,Diesel Consumption ,0.7,L/Mg,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,LPG_use,LPG Consumption,0,m3/Mg,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,Investment_cost,Investment Cost,350000,$,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,Installation_cost,Installation Cost,35000,$,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,O&M,Fixed Operations and Maintenance Cost,5000,$/yr,,,,,,,,Industry Data
Equipment:Rolling Stock,Eq_Rolling_Stock,N_Labor,Number of Laborers Required ,,person,,,,,,,,
Equipment:Rolling Stock,Eq_Rolling_Stock,N_Driver,Number of Drivers Required,1,person,,,,,,,,Industry Data
Equipment:Rolling Stock,Eq_Rolling_Stock,LifeTime,Economic Lifetime,10,yr,,,,,,,,
Electricity,Electricity,Area_rate,Indoor Floor Area Rate,24.376,m2/tpd,,,,,,,,
Electricity,Electricity,Frac_office,Percent Office Floor Area,0.04,frac of total m2,,,,,,,,
Electricity,Electricity,Elec_office,Electricity Consumed in Offices,0.510196558,kWh/m2-day,,,,,,,,
Electricity,Electricity,Elec_floor,Electricity Consumed on floor,0.020242712,kWh/m2-day,,,,,,,,
Baler_Wire ,Baler_Wire,Trans_HDDT,Heavy Duty Diesel Truck,100,km,,,,,,,,
Baler_Wire ,Baler_Wire,Trans_MDDT,Medium Duty Diesel Truck,0,km,,,,,,,,
Baler_Wire ,Baler_Wire,Trans_Barge,Barge,0,km,,,,,,,,
Baler_Wire ,Baler_Wire,Trans_CargoShip,Cargo Ship,0,km,,,,,,,,
Baler_Wire ,Baler_Wire,Trans_Rail,Rail,0,km,,,,,,,,
Baler_Wire ,Baler_Wire,Len_to_Mass,Wire Length Per Unit Mass,13.44102408,m/kg,,,,,,,,
Baler_Wire ,Baler_Wire,Price,Cost of Baling Wire ,2.105,$/kg,,,,,,,,
Labor,Labor,Hr_shift,Paid Hours in Shift,9,hrs/shift,,,,,,,,
Labor,Labor,Shift_day,Number of Shifts Per Workday,2,shift/day,,,,,,,,
Labor,Labor,Day_year,Days Operating Per Year,260,days/year,,,,,,,,
Labor,Labor,Fringe_rate,Fringe Rate,0.333333333,% of Pay Rate,,,,,,,,
Labor,Labor,Management_rate,Labor Management Rate,0.5,% of Labor,,,,,,,,
Labor,Labor,Labor_rate,Labor Pay Rate,10,$/Sorter-hr,,,,,,,,
